SourceFile,Label,Probability
304359.mp3,Bicycle,0.0527
289235.mp3,Bicycle,0.0526
315077.mp3,Bicycle,0.0518
232847.mp3,Bicycle,0.0516
224807.mp3,Bicycle,0.0516
183925.mp3,Bicycle,0.0513
283764.mp3,Bicycle,0.0498
313826.mp3,Bicycle,0.0497
159791.mp3,Bicycle,0.0496
183302.mp3,Bicycle,0.0495
99985.mp3,Bicycle,0.0494
36317.mp3,Bicycle,0.0492
186921.mp3,Bicycle,0.0492
109664.mp3,Bicycle,0.0484
168590.mp3,Bicycle,0.0482
49391.mp3,Bicycle,0.0478
308401.mp3,Bicycle,0.0476
104986.mp3,Bicycle,0.0475
59929.mp3,Bicycle,0.0475
135637.mp3,Bicycle,0.0474
290516.mp3,Bicycle,0.0474
191817.mp3,Bicycle,0.0473
263015.mp3,Bicycle,0.0472
82779.mp3,Bicycle,0.0471
115746.mp3,Bicycle,0.0471
150571.mp3,Bicycle,0.047
4961.mp3,Bicycle,0.0463
252474.mp3,Bicycle,0.0462
135626.mp3,Bicycle,0.0462
27595.mp3,Bicycle,0.0457
279261.mp3,Bicycle,0.045
245200.mp3,Bicycle,0.045
76.mp3,Bicycle,0.0447
256475.mp3,Bicycle,0.0445
299345.mp3,Bicycle,0.0443
5722.mp3,Bicycle,0.0442
97084.mp3,Bicycle,0.0442
116849.mp3,Bicycle,0.0441
296141.mp3,Bicycle,0.0437
99357.mp3,Bicycle,0.0433
135754.mp3,Bicycle,0.0431
202788.mp3,Bicycle,0.043
267481.mp3,Bicycle,0.0425
227558.mp3,Bicycle,0.0424
203022.mp3,Bicycle,0.0419
315227.mp3,Bicycle,0.0412
290993.mp3,Bicycle,0.0412
308069.mp3,Bicycle,0.0409
277488.mp3,Bicycle,0.0409
305826.mp3,Bicycle,0.0408
88212.mp3,Bicycle,0.0407
150964.mp3,Bicycle,0.0406
205318.mp3,Bicycle,0.0405
322404.mp3,Bicycle,0.0404
114252.mp3,Bicycle,0.0395
55483.mp3,Bicycle,0.0394
176544.mp3,Bicycle,0.0389
40040.mp3,Bicycle,0.0388
8047.mp3,Bicycle,0.0386
308997.mp3,Bicycle,0.0386
322965.mp3,Bicycle,0.0379
235817.mp3,Bicycle,0.0371
224890.mp3,Bicycle,0.0366
169242.mp3,Bicycle,0.0364
275769.mp3,Bicycle,0.036
293606.mp3,Bicycle,0.0359
325362.mp3,Bicycle,0.0356
134302.mp3,Bicycle,0.0356
317427.mp3,Bicycle,0.0353
157550.mp3,Bicycle,0.0348
171180.mp3,Bicycle,0.0343
113233.mp3,Bicycle,0.0338
30215.mp3,Bicycle,0.0336
11803.mp3,Bicycle,0.0335
6732.mp3,Bicycle,0.0334
28280.mp3,Bicycle,0.0327
98399.mp3,Bicycle,0.0326
7211.mp3,Bicycle,0.0313
19522.mp3,Bicycle,0.0304
134173.mp3,Bicycle,0.0297
238438.mp3,Bicycle,0.0296
284267.mp3,Bicycle,0.0286
98864.mp3,Bicycle,0.0276
155048.mp3,Bicycle,0.0268
204985.mp3,Bicycle,0.0256
133552.mp3,Bicycle,0.0249
221403.mp3,Bicycle,0.0233
38872.mp3,Bicycle,0.023
284284.mp3,Bicycle,0.0204
214754.mp3,Bicycle,0.0183
316002.mp3,Bicycle bell,0.1692
157060.mp3,Bicycle bell,0.093
141468.mp3,Bicycle bell,0.0781
228045.mp3,Bicycle bell,0.0769
162056.mp3,Bicycle bell,0.0743
279265.mp3,Bicycle bell,0.0728
157074.mp3,Bicycle bell,0.0725
35921.mp3,Bicycle bell,0.0693
40612.mp3,Bicycle bell,0.0628
157083.mp3,Bicycle bell,0.0557
47623.mp3,Bicycle bell,0.0533
297231.mp3,Bicycle bell,0.038
122689.mp3,Bicycle bell,0.0313
176618.mp3,Bird,0.7448
118904.mp3,Bird,0.6582
227001.mp3,Bird,0.6557
333999.mp3,Bird,0.6492
83314.mp3,Bird,0.5674
251738.mp3,Bird,0.4968
171929.mp3,Bird,0.488
86326.mp3,Bird,0.4788
159407.mp3,Bird,0.4606
49803.mp3,Bird,0.4304
25317.mp3,Bird,0.4019
9058.mp3,Bird,0.4002
143136.mp3,Bird,0.3968
262839.mp3,Bird,0.3915
223965.mp3,Bird,0.3851
11932.mp3,Bird,0.3746
295953.mp3,Bird,0.3735
73083.mp3,Bird,0.3623
316974.mp3,Bird,0.3597
259941.mp3,Bird,0.3409
136974.mp3,Bird,0.3244
43931.mp3,Bird,0.3026
288860.mp3,Bird,0.3009
50103.mp3,Bird,0.2997
154892.mp3,Bird,0.2941
200180.mp3,Bird,0.2923
104320.mp3,Bird,0.2806
282288.mp3,Bird,0.2711
302003.mp3,Bird,0.2652
130186.mp3,Bird,0.2545
81746.mp3,Bird,0.2506
36676.mp3,Bird,0.2451
178322.mp3,Bird,0.2445
78292.mp3,Bird,0.2416
74000.mp3,Bird,0.2347
98724.mp3,Bird,0.232
188047.mp3,Bird,0.2163
212731.mp3,Bird,0.2151
31030.mp3,Bird,0.2102
48159.mp3,Bird,0.2099
225065.mp3,Bird,0.2051
160025.mp3,Bird,0.2037
178836.mp3,Bird,0.1991
235562.mp3,Bird,0.199
210861.mp3,Bird,0.1935
170593.mp3,Bird,0.1911
255360.mp3,Bird,0.1905
79604.mp3,Bird,0.1846
283160.mp3,Bird,0.1829
95714.mp3,Bird,0.1783
68991.mp3,Bird,0.1704
332138.mp3,Bird,0.1703
88404.mp3,Bird,0.1676
143395.mp3,Bird,0.1648
260268.mp3,Bird,0.164
121034.mp3,Bird,0.1622
22224.mp3,Bird,0.1542
334005.mp3,Bird,0.1518
119600.mp3,Bird,0.1517
244934.mp3,Bird,0.151
233168.mp3,Bird,0.1492
314811.mp3,Bird,0.1488
231535.mp3,Bird,0.1456
112371.mp3,Bird,0.1446
25442.mp3,Bird,0.1436
214993.mp3,Bird,0.1433
115439.mp3,Bird,0.143
245950.mp3,Bird,0.1409
39270.mp3,Bird,0.1402
181465.mp3,Bird,0.1383
229592.mp3,Bird,0.1371
122688.mp3,Bird,0.1347
257287.mp3,Bird,0.133
301118.mp3,Bird,0.1325
35100.mp3,Bird,0.1318
206575.mp3,Bird,0.1305
171261.mp3,Bird,0.1305
285926.mp3,Bird,0.1303
161369.mp3,Bird,0.1269
165820.mp3,Bird,0.1239
283150.mp3,Bird,0.1229
87995.mp3,Bird,0.1216
142408.mp3,Bird,0.1213
323457.mp3,Bird,0.121
168648.mp3,Bird,0.1208
306781.mp3,Bird,0.1197
208156.mp3,Bird,0.1188
182672.mp3,Bird,0.1151
193083.mp3,Bird,0.1127
40561.mp3,Bird,0.1116
176783.mp3,Bird,0.1115
286316.mp3,Bird,0.11
321681.mp3,Bird,0.1096
75959.mp3,Bird,0.1094
113410.mp3,Bird,0.1093
88659.mp3,Bird,0.1083
40684.mp3,Bird,0.1081
277650.mp3,Bird,0.1071
14880.mp3,Bird,0.1055
107798.mp3,Bird,0.1055
284374.mp3,Bird,0.1041
313224.mp3,Bird,0.1028
37350.mp3,Bird,0.1028
31778.mp3,Bird,0.1022
40548.mp3,Bird,0.0978
124658.mp3,Bird,0.0964
310511.mp3,Bird,0.0964
149875.mp3,Bird,0.0948
317167.mp3,Bird,0.0923
131470.mp3,Bird,0.0923
164190.mp3,Bird,0.0918
108403.mp3,Bird,0.0915
140053.mp3,Bird,0.0903
217993.mp3,Bird,0.0903
193972.mp3,Bird,0.0895
50572.mp3,Bird,0.0872
268713.mp3,Bird,0.0867
299289.mp3,Bird,0.0863
241731.mp3,Bird,0.0853
90951.mp3,Bird,0.0844
132923.mp3,Bird,0.0829
200697.mp3,Bird,0.082
217920.mp3,Bird,0.0818
13938.mp3,Bird,0.0815
67153.mp3,Bird,0.0793
215301.mp3,Bird,0.0791
72695.mp3,Bird,0.0791
114609.mp3,Bird,0.0775
242251.mp3,Bird,0.0749
252499.mp3,Bird,0.0737
306468.mp3,Bird,0.0732
281173.mp3,Bird,0.0725
162065.mp3,Bird,0.0716
147337.mp3,Bird,0.0678
334330.mp3,Bird,0.0655
60182.mp3,Bird,0.0651
191062.mp3,Bird,0.0651
221900.mp3,Bird,0.0648
76877.mp3,Bird,0.0645
209150.mp3,Bird,0.0634
269646.mp3,Bird,0.0633
100568.mp3,Bird,0.0625
106138.mp3,Bird,0.0623
202501.mp3,Bird,0.0619
152799.mp3,Bird,0.0609
296677.mp3,Bird,0.0601
73744.mp3,Bird,0.06
89767.mp3,Bird,0.0596
182820.mp3,Bird,0.0595
119125.mp3,Bird,0.0592
230489.mp3,Bird,0.0589
225530.mp3,Bird,0.0581
279188.mp3,Bird,0.0566
78847.mp3,Bird,0.0565
209826.mp3,Bird,0.0564
33430.mp3,Bird,0.0563
307805.mp3,Bird,0.0557
280739.mp3,Bird,0.0554
112624.mp3,Bird,0.0529
72081.mp3,Bird,0.0509
97993.mp3,Bird,0.0505
119651.mp3,Bird,0.0496
127159.mp3,Bird,0.0471
298845.mp3,Bird,0.047
235822.mp3,Bird,0.047
273233.mp3,Bird,0.0463
63573.mp3,Bird,0.046
118282.mp3,Bird,0.0455
123555.mp3,Bird,0.0448
193967.mp3,Bird,0.0448
262617.mp3,Bird,0.0447
149606.mp3,Bird,0.0442
170844.mp3,Bird,0.0435
318720.mp3,Bird,0.0431
257835.mp3,Bird,0.0426
298937.mp3,Bird,0.042
302025.mp3,Bird,0.0412
232986.mp3,Bird,0.0392
108902.mp3,Bird,0.037
121810.mp3,Bird,0.0367
211313.mp3,Bird,0.0355
41322.mp3,Bird,0.0355
44206.mp3,Bird,0.0354
190916.mp3,Bird,0.0352
70879.mp3,Bird,0.0348
49332.mp3,Bird,0.0345
267798.mp3,Bird,0.034
97395.mp3,Bird,0.0335
4706.mp3,Bird,0.0334
98460.mp3,Bird,0.031
330041.mp3,Bird,0.0297
2199.mp3,Bird,0.0263
245037.mp3,Bird,0.0263
37958.mp3,Bird,0.0246
135973.mp3,Bird,0.0243
326616.mp3,Bird,0.0241
178571.mp3,Bird,0.0225
206595.mp3,Bird,0.0221
321424.mp3,Bird,0.0214
16261.mp3,Bird,0.0038
12972.mp3,"Bird flight, flapping wings",0.9736
296438.mp3,"Bird flight, flapping wings",0.8805
85400.mp3,"Bird flight, flapping wings",0.8686
230130.mp3,"Bird flight, flapping wings",0.7173
314326.mp3,"Bird flight, flapping wings",0.6496
248353.mp3,"Bird flight, flapping wings",0.6135
81896.mp3,"Bird flight, flapping wings",0.5063
244418.mp3,"Bird flight, flapping wings",0.4862
136034.mp3,"Bird flight, flapping wings",0.4788
14858.mp3,"Bird flight, flapping wings",0.3822
259341.mp3,"Bird flight, flapping wings",0.3717
134975.mp3,"Bird flight, flapping wings",0.3343
239995.mp3,"Bird flight, flapping wings",0.2952
85399.mp3,"Bird flight, flapping wings",0.2488
192506.mp3,"Bird flight, flapping wings",0.2367
324312.mp3,"Bird flight, flapping wings",0.2361
267868.mp3,"Bird flight, flapping wings",0.2356
232248.mp3,"Bird flight, flapping wings",0.2314
220897.mp3,"Bird flight, flapping wings",0.2203
210165.mp3,"Bird flight, flapping wings",0.2136
113301.mp3,"Bird flight, flapping wings",0.2073
126919.mp3,"Bird flight, flapping wings",0.2023
212709.mp3,"Bird flight, flapping wings",0.201
268755.mp3,"Bird flight, flapping wings",0.191
83314.mp3,"Bird flight, flapping wings",0.1847
238488.mp3,"Bird flight, flapping wings",0.1769
118328.mp3,"Bird flight, flapping wings",0.1769
95851.mp3,"Bird flight, flapping wings",0.1679
154173.mp3,"Bird flight, flapping wings",0.1657
314812.mp3,"Bird flight, flapping wings",0.1581
317690.mp3,"Bird flight, flapping wings",0.1536
79406.mp3,"Bird flight, flapping wings",0.1516
39575.mp3,"Bird flight, flapping wings",0.1509
259233.mp3,"Bird flight, flapping wings",0.1504
206964.mp3,"Bird flight, flapping wings",0.1437
265632.mp3,"Bird flight, flapping wings",0.1378
238491.mp3,"Bird flight, flapping wings",0.1365
9134.mp3,"Bird flight, flapping wings",0.129
175588.mp3,"Bird flight, flapping wings",0.1284
260283.mp3,"Bird flight, flapping wings",0.1283
207023.mp3,"Bird flight, flapping wings",0.1275
81901.mp3,"Bird flight, flapping wings",0.126
12960.mp3,"Bird flight, flapping wings",0.1171
186820.mp3,"Bird flight, flapping wings",0.117
283151.mp3,"Bird flight, flapping wings",0.1165
110370.mp3,"Bird flight, flapping wings",0.1105
31433.mp3,"Bird flight, flapping wings",0.1105
100573.mp3,"Bird flight, flapping wings",0.1101
226300.mp3,"Bird flight, flapping wings",0.108
314651.mp3,"Bird flight, flapping wings",0.1055
210157.mp3,"Bird flight, flapping wings",0.1048
208992.mp3,"Bird flight, flapping wings",0.1014
317142.mp3,"Bird flight, flapping wings",0.0995
85056.mp3,"Bird flight, flapping wings",0.0995
60416.mp3,"Bird flight, flapping wings",0.0993
211331.mp3,"Bird flight, flapping wings",0.0979
18319.mp3,"Bird flight, flapping wings",0.0959
61651.mp3,"Bird flight, flapping wings",0.0944
181132.mp3,"Bird flight, flapping wings",0.094
96185.mp3,"Bird flight, flapping wings",0.0904
58846.mp3,"Bird flight, flapping wings",0.0902
229513.mp3,"Bird flight, flapping wings",0.089
310870.mp3,"Bird flight, flapping wings",0.088
22408.mp3,"Bird flight, flapping wings",0.0875
244892.mp3,"Bird flight, flapping wings",0.0862
223410.mp3,"Bird flight, flapping wings",0.0862
231722.mp3,"Bird flight, flapping wings",0.0855
90353.mp3,"Bird flight, flapping wings",0.0849
230809.mp3,"Bird flight, flapping wings",0.0836
179075.mp3,"Bird flight, flapping wings",0.0829
230128.mp3,"Bird flight, flapping wings",0.0818
333999.mp3,"Bird flight, flapping wings",0.0802
221319.mp3,"Bird flight, flapping wings",0.0796
223409.mp3,"Bird flight, flapping wings",0.0795
273942.mp3,"Bird flight, flapping wings",0.0793
14926.mp3,"Bird flight, flapping wings",0.0788
252812.mp3,"Bird flight, flapping wings",0.0785
306335.mp3,"Bird flight, flapping wings",0.0783
180888.mp3,"Bird flight, flapping wings",0.078
148675.mp3,"Bird flight, flapping wings",0.0774
239998.mp3,"Bird flight, flapping wings",0.0773
126549.mp3,"Bird flight, flapping wings",0.0768
31015.mp3,"Bird flight, flapping wings",0.0755
139775.mp3,"Bird flight, flapping wings",0.075
280373.mp3,"Bird flight, flapping wings",0.0746
238434.mp3,"Bird flight, flapping wings",0.0739
259941.mp3,"Bird flight, flapping wings",0.0737
260291.mp3,"Bird flight, flapping wings",0.0736
297266.mp3,"Bird flight, flapping wings",0.0733
147081.mp3,"Bird flight, flapping wings",0.0728
256007.mp3,"Bird flight, flapping wings",0.0728
176619.mp3,"Bird flight, flapping wings",0.0724
134814.mp3,"Bird flight, flapping wings",0.0716
200743.mp3,"Bird flight, flapping wings",0.0699
63072.mp3,"Bird flight, flapping wings",0.0694
69664.mp3,"Bird flight, flapping wings",0.0693
221398.mp3,"Bird flight, flapping wings",0.0683
292705.mp3,"Bird flight, flapping wings",0.0677
83013.mp3,"Bird flight, flapping wings",0.067
253459.mp3,"Bird flight, flapping wings",0.0666
230646.mp3,"Bird flight, flapping wings",0.065
57728.mp3,"Bird flight, flapping wings",0.064
43068.mp3,"Bird flight, flapping wings",0.0634
148139.mp3,"Bird flight, flapping wings",0.0633
39706.mp3,"Bird flight, flapping wings",0.0621
244893.mp3,"Bird flight, flapping wings",0.062
262825.mp3,"Bird flight, flapping wings",0.0613
222908.mp3,"Bird flight, flapping wings",0.0611
74873.mp3,"Bird flight, flapping wings",0.0611
323261.mp3,"Bird flight, flapping wings",0.061
238948.mp3,"Bird flight, flapping wings",0.0602
9063.mp3,"Bird flight, flapping wings",0.0601
183256.mp3,"Bird flight, flapping wings",0.0595
84447.mp3,"Bird flight, flapping wings",0.0592
324063.mp3,"Bird flight, flapping wings",0.0588
133047.mp3,"Bird flight, flapping wings",0.0586
325211.mp3,"Bird flight, flapping wings",0.0575
25317.mp3,"Bird flight, flapping wings",0.0569
36899.mp3,"Bird flight, flapping wings",0.0559
176618.mp3,"Bird flight, flapping wings",0.0551
32702.mp3,"Bird flight, flapping wings",0.0543
81746.mp3,"Bird flight, flapping wings",0.0542
245326.mp3,"Bird flight, flapping wings",0.054
297888.mp3,"Bird flight, flapping wings",0.0531
267923.mp3,"Bird flight, flapping wings",0.0519
101681.mp3,"Bird flight, flapping wings",0.0518
197257.mp3,"Bird flight, flapping wings",0.0515
257582.mp3,"Bird flight, flapping wings",0.0508
324581.mp3,"Bird flight, flapping wings",0.0508
263177.mp3,"Bird flight, flapping wings",0.0488
107548.mp3,"Bird flight, flapping wings",0.0481
125218.mp3,"Bird flight, flapping wings",0.0477
89947.mp3,"Bird flight, flapping wings",0.0471
78751.mp3,"Bird flight, flapping wings",0.0466
183254.mp3,"Bird flight, flapping wings",0.0461
4508.mp3,"Bird flight, flapping wings",0.0459
144447.mp3,"Bird flight, flapping wings",0.0451
23014.mp3,"Bird flight, flapping wings",0.0446
274912.mp3,"Bird flight, flapping wings",0.0445
259225.mp3,"Bird flight, flapping wings",0.0444
244890.mp3,"Bird flight, flapping wings",0.0437
240536.mp3,"Bird flight, flapping wings",0.0422
4497.mp3,"Bird flight, flapping wings",0.0414
191234.mp3,"Bird flight, flapping wings",0.0408
220906.mp3,"Bird flight, flapping wings",0.0401
325201.mp3,"Bird flight, flapping wings",0.0396
69304.mp3,"Bird flight, flapping wings",0.0391
297893.mp3,"Bird flight, flapping wings",0.039
244415.mp3,"Bird flight, flapping wings",0.0382
224590.mp3,"Bird flight, flapping wings",0.038
206768.mp3,"Bird flight, flapping wings",0.0374
60229.mp3,"Bird flight, flapping wings",0.0373
149930.mp3,"Bird flight, flapping wings",0.0373
334009.mp3,"Bird flight, flapping wings",0.0372
208989.mp3,"Bird flight, flapping wings",0.0366
263180.mp3,"Bird flight, flapping wings",0.0365
203054.mp3,"Bird flight, flapping wings",0.0365
148148.mp3,"Bird flight, flapping wings",0.0358
117327.mp3,"Bird flight, flapping wings",0.0355
88433.mp3,"Bird flight, flapping wings",0.0353
314650.mp3,"Bird flight, flapping wings",0.0352
117319.mp3,"Bird flight, flapping wings",0.0351
274910.mp3,"Bird flight, flapping wings",0.0348
38149.mp3,"Bird flight, flapping wings",0.0348
238486.mp3,"Bird flight, flapping wings",0.0339
139878.mp3,"Bird flight, flapping wings",0.0338
224581.mp3,"Bird flight, flapping wings",0.0332
134811.mp3,"Bird flight, flapping wings",0.0319
325846.mp3,"Bird flight, flapping wings",0.0311
32707.mp3,"Bird flight, flapping wings",0.0307
219592.mp3,"Bird flight, flapping wings",0.0302
274921.mp3,"Bird flight, flapping wings",0.0301
26893.mp3,"Bird flight, flapping wings",0.0298
39023.mp3,"Bird flight, flapping wings",0.029
4503.mp3,"Bird flight, flapping wings",0.0281
91129.mp3,"Bird flight, flapping wings",0.028
308855.mp3,"Bird flight, flapping wings",0.0276
145697.mp3,"Bird flight, flapping wings",0.0271
308856.mp3,"Bird flight, flapping wings",0.027
4499.mp3,"Bird flight, flapping wings",0.0264
26890.mp3,"Bird flight, flapping wings",0.0253
290417.mp3,"Bird flight, flapping wings",0.0239
78644.mp3,"Bird flight, flapping wings",0.0239
50893.mp3,"Bird flight, flapping wings",0.0237
68991.mp3,"Bird flight, flapping wings",0.0237
27099.mp3,"Bird flight, flapping wings",0.0205
318963.mp3,"Bird flight, flapping wings",0.0202
203044.mp3,"Bird flight, flapping wings",0.0201
316713.mp3,"Bird flight, flapping wings",0.0191
4505.mp3,"Bird flight, flapping wings",0.0156
64749.mp3,"Bird flight, flapping wings",0.0143
231190.mp3,"Bird vocalization, bird call, bird song",0.6931
284718.mp3,"Bird vocalization, bird call, bird song",0.6883
334009.mp3,"Bird vocalization, bird call, bird song",0.6397
64751.mp3,"Bird vocalization, bird call, bird song",0.6006
25170.mp3,"Bird vocalization, bird call, bird song",0.5519
325852.mp3,"Bird vocalization, bird call, bird song",0.5367
27099.mp3,"Bird vocalization, bird call, bird song",0.4892
236831.mp3,"Bird vocalization, bird call, bird song",0.4804
213929.mp3,"Bird vocalization, bird call, bird song",0.4704
87512.mp3,"Bird vocalization, bird call, bird song",0.4255
33565.mp3,"Bird vocalization, bird call, bird song",0.4056
203054.mp3,"Bird vocalization, bird call, bird song",0.4028
95372.mp3,"Bird vocalization, bird call, bird song",0.3911
289424.mp3,"Bird vocalization, bird call, bird song",0.3836
274910.mp3,"Bird vocalization, bird call, bird song",0.3711
4505.mp3,"Bird vocalization, bird call, bird song",0.352
261173.mp3,"Bird vocalization, bird call, bird song",0.3344
9063.mp3,"Bird vocalization, bird call, bird song",0.3334
261012.mp3,"Bird vocalization, bird call, bird song",0.3296
206068.mp3,"Bird vocalization, bird call, bird song",0.3295
72608.mp3,"Bird vocalization, bird call, bird song",0.329
282806.mp3,"Bird vocalization, bird call, bird song",0.3269
272533.mp3,"Bird vocalization, bird call, bird song",0.3182
168146.mp3,"Bird vocalization, bird call, bird song",0.3174
81901.mp3,"Bird vocalization, bird call, bird song",0.3128
86131.mp3,"Bird vocalization, bird call, bird song",0.2915
215315.mp3,"Bird vocalization, bird call, bird song",0.2746
271423.mp3,"Bird vocalization, bird call, bird song",0.2736
282300.mp3,"Bird vocalization, bird call, bird song",0.2694
229778.mp3,"Bird vocalization, bird call, bird song",0.2557
323261.mp3,"Bird vocalization, bird call, bird song",0.2515
322723.mp3,"Bird vocalization, bird call, bird song",0.2384
313743.mp3,"Bird vocalization, bird call, bird song",0.2365
52133.mp3,"Bird vocalization, bird call, bird song",0.2362
322885.mp3,"Bird vocalization, bird call, bird song",0.2356
18796.mp3,"Bird vocalization, bird call, bird song",0.2349
300226.mp3,"Bird vocalization, bird call, bird song",0.2335
197485.mp3,"Bird vocalization, bird call, bird song",0.229
224156.mp3,"Bird vocalization, bird call, bird song",0.2284
54654.mp3,"Bird vocalization, bird call, bird song",0.2262
129534.mp3,"Bird vocalization, bird call, bird song",0.2206
210165.mp3,"Bird vocalization, bird call, bird song",0.2087
270670.mp3,"Bird vocalization, bird call, bird song",0.2072
223409.mp3,"Bird vocalization, bird call, bird song",0.2052
52989.mp3,"Bird vocalization, bird call, bird song",0.2035
254189.mp3,"Bird vocalization, bird call, bird song",0.2024
83446.mp3,"Bird vocalization, bird call, bird song",0.202
306923.mp3,"Bird vocalization, bird call, bird song",0.1985
183541.mp3,"Bird vocalization, bird call, bird song",0.1966
130348.mp3,"Bird vocalization, bird call, bird song",0.19
271598.mp3,"Bird vocalization, bird call, bird song",0.1843
85400.mp3,"Bird vocalization, bird call, bird song",0.1828
191947.mp3,"Bird vocalization, bird call, bird song",0.1761
175588.mp3,"Bird vocalization, bird call, bird song",0.1751
22224.mp3,"Bird vocalization, bird call, bird song",0.1747
253204.mp3,"Bird vocalization, bird call, bird song",0.1663
139682.mp3,"Bird vocalization, bird call, bird song",0.1661
56835.mp3,"Bird vocalization, bird call, bird song",0.1655
96720.mp3,"Bird vocalization, bird call, bird song",0.1626
193988.mp3,"Bird vocalization, bird call, bird song",0.1614
73318.mp3,"Bird vocalization, bird call, bird song",0.1541
210157.mp3,"Bird vocalization, bird call, bird song",0.1484
101675.mp3,"Bird vocalization, bird call, bird song",0.1483
224146.mp3,"Bird vocalization, bird call, bird song",0.1439
161616.mp3,"Bird vocalization, bird call, bird song",0.1439
172529.mp3,"Bird vocalization, bird call, bird song",0.1438
66031.mp3,"Bird vocalization, bird call, bird song",0.1417
178800.mp3,"Bird vocalization, bird call, bird song",0.1412
108668.mp3,"Bird vocalization, bird call, bird song",0.1388
112239.mp3,"Bird vocalization, bird call, bird song",0.1378
114267.mp3,"Bird vocalization, bird call, bird song",0.1353
264594.mp3,"Bird vocalization, bird call, bird song",0.1338
302832.mp3,"Bird vocalization, bird call, bird song",0.1337
69647.mp3,"Bird vocalization, bird call, bird song",0.1239
314098.mp3,"Bird vocalization, bird call, bird song",0.1218
186519.mp3,"Bird vocalization, bird call, bird song",0.1203
14478.mp3,"Bird vocalization, bird call, bird song",0.118
334005.mp3,"Bird vocalization, bird call, bird song",0.1179
107805.mp3,"Bird vocalization, bird call, bird song",0.1175
34840.mp3,"Bird vocalization, bird call, bird song",0.1169
87049.mp3,"Bird vocalization, bird call, bird song",0.1147
270428.mp3,"Bird vocalization, bird call, bird song",0.1145
215486.mp3,"Bird vocalization, bird call, bird song",0.1111
319667.mp3,"Bird vocalization, bird call, bird song",0.111
22460.mp3,"Bird vocalization, bird call, bird song",0.1097
107542.mp3,"Bird vocalization, bird call, bird song",0.1088
233168.mp3,"Bird vocalization, bird call, bird song",0.1084
103950.mp3,"Bird vocalization, bird call, bird song",0.1081
62028.mp3,"Bird vocalization, bird call, bird song",0.1076
96314.mp3,"Bird vocalization, bird call, bird song",0.1065
207023.mp3,"Bird vocalization, bird call, bird song",0.1043
177419.mp3,"Bird vocalization, bird call, bird song",0.1023
328173.mp3,"Bird vocalization, bird call, bird song",0.0996
113196.mp3,"Bird vocalization, bird call, bird song",0.0993
176281.mp3,"Bird vocalization, bird call, bird song",0.0991
251450.mp3,"Bird vocalization, bird call, bird song",0.0985
21534.mp3,"Bird vocalization, bird call, bird song",0.0981
210861.mp3,"Bird vocalization, bird call, bird song",0.098
39447.mp3,"Bird vocalization, bird call, bird song",0.0976
103102.mp3,"Bird vocalization, bird call, bird song",0.0975
9221.mp3,"Bird vocalization, bird call, bird song",0.0965
251455.mp3,"Bird vocalization, bird call, bird song",0.0949
82260.mp3,"Bird vocalization, bird call, bird song",0.0942
100119.mp3,"Bird vocalization, bird call, bird song",0.0935
140923.mp3,"Bird vocalization, bird call, bird song",0.0928
302339.mp3,"Bird vocalization, bird call, bird song",0.0926
19270.mp3,"Bird vocalization, bird call, bird song",0.0924
309725.mp3,"Bird vocalization, bird call, bird song",0.0914
156420.mp3,"Bird vocalization, bird call, bird song",0.0909
131828.mp3,"Bird vocalization, bird call, bird song",0.0905
135315.mp3,"Bird vocalization, bird call, bird song",0.09
133509.mp3,"Bird vocalization, bird call, bird song",0.0888
101841.mp3,"Bird vocalization, bird call, bird song",0.0884
79612.mp3,"Bird vocalization, bird call, bird song",0.088
159307.mp3,"Bird vocalization, bird call, bird song",0.0867
145233.mp3,"Bird vocalization, bird call, bird song",0.0866
311716.mp3,"Bird vocalization, bird call, bird song",0.0853
77172.mp3,"Bird vocalization, bird call, bird song",0.0843
43068.mp3,"Bird vocalization, bird call, bird song",0.0842
256007.mp3,"Bird vocalization, bird call, bird song",0.0841
122688.mp3,"Bird vocalization, bird call, bird song",0.0833
93855.mp3,"Bird vocalization, bird call, bird song",0.0803
114500.mp3,"Bird vocalization, bird call, bird song",0.0798
176287.mp3,"Bird vocalization, bird call, bird song",0.0796
178837.mp3,"Bird vocalization, bird call, bird song",0.0788
148034.mp3,"Bird vocalization, bird call, bird song",0.078
152015.mp3,"Bird vocalization, bird call, bird song",0.0771
105680.mp3,"Bird vocalization, bird call, bird song",0.0771
12967.mp3,"Bird vocalization, bird call, bird song",0.0766
40731.mp3,"Bird vocalization, bird call, bird song",0.0745
187501.mp3,"Bird vocalization, bird call, bird song",0.0737
156978.mp3,"Bird vocalization, bird call, bird song",0.0729
148369.mp3,"Bird vocalization, bird call, bird song",0.0729
92623.mp3,"Bird vocalization, bird call, bird song",0.0723
190605.mp3,"Bird vocalization, bird call, bird song",0.0718
57769.mp3,"Bird vocalization, bird call, bird song",0.0716
74750.mp3,"Bird vocalization, bird call, bird song",0.0716
243023.mp3,"Bird vocalization, bird call, bird song",0.0688
245390.mp3,"Bird vocalization, bird call, bird song",0.0687
188001.mp3,"Bird vocalization, bird call, bird song",0.0687
61731.mp3,"Bird vocalization, bird call, bird song",0.0686
136214.mp3,"Bird vocalization, bird call, bird song",0.0686
307938.mp3,"Bird vocalization, bird call, bird song",0.0676
206571.mp3,"Bird vocalization, bird call, bird song",0.0676
